occupation_id,occupation_preferred_label,occupation_hidden_labels,occupation_description,isco_group_concept_type,isco_group_code,isco_preferred_label,isco_group_description,occupation_skill_relation_type,occupation_skill_skill_type,training_description,training_is_online,training_name,training_is_required,training_is_to_acquire
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2512,Software developers,"Software developers research, analyse and evaluate requirements for existing or new software applications and operating systems, and design, develop, test and maintain software solutions to meet these requirements.
Tasks include -
(a)  researching, analysing and evaluating requirements for software applications and operating systems;
(b)  researching, designing and developing computer software systems;
(c)  consulting with engineering staff to evaluate interfaces between hardware and software;
(d)  developing and directing software testing and validation procedures;
(e)  modifying existing software to correct errors, to adapt it to new hardware or to upgrade interfaces and improve performance;
(f)  directing software programming and development of documentation;
(g)  assessing, developing, upgrading and documenting maintenance procedures for operating systems, communications environments and applications software;
(h)  consulting with customers concerning maintenance of software systems.
Examples of the occupations classified here:
- Programmer analyst
- Software designer 
- Software developer
- Software engineer
Some related occupations classified elsewhere:
- Applications programmers - 2514
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2513,Web and multimedia developers,"Web and multimedia development professionals combine design and technical knowledge to research, analyse, evaluate, design, program and modify websites and applications that draw together text, graphics, animations, imaging, audio and video displays and other interactive media.
Tasks include -
(a)  analysing, designing and developing Internet sites by applying a mixture of artistry and creativity with software programming and scripting languages and interfacing with operating environments;
(b)  designing and developing digital animations, imaging, presentations, games, audio and video clips and Internet applications using multimedia software, tools and utilities, interactive graphics and programming languages;
(c)  communicating with network specialists regarding web-related issues such as security and hosting websites, to control and enforce Internet and web server security, space allocation, user access, business continuity, website backup and disaster recovery planning; 
(d)  designing, developing and integrating computer code with other specialized inputs such as image files, audio files and scripting languages, to produce, maintain and support websites;
(e)  assisting in analysing, specifying and developing Internet strategies, web-based methodologies and development plans.
Examples of the occupations classified here:
- Animation programmer
- Computer games programmer
- Internet developer 
- Multimedia programmer
- Website architect
- Website developer
Some related occupations classified elsewhere:
- Website designer - 2166 
- Webmaster - 3514
- Website administrator - 3514
- Website technician - 3514
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2514,Applications programmers,"Applications programmers write and maintain programmable code outlined in technical instructions and specifications for software applications and operating systems.
Tasks include -
(a)  writing and maintaining program code outlined in instructions and specifications in accordance with quality accredited standards;
(b)  revising, repairing or expanding existing programs to increase operating efficiency or adapt to new requirements;
(c)  conducting trial runs of programs and software applications to confirm that they will produce the desired information;
(d)  compiling and writing documentation of program development;
(e)  identifying and communicating technical problems, processes and solutions.
Examples of the occupations classified here:
- Applications programmer
Some related occupations classified elsewhere: 
- Programmer analyst - 2512
- Software developer - 2512
- Multimedia programmer - 2513
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2519,Software and applications developers and analysts not elsewhere classified,"This unit group covers software and applications developers and analysts not classified elsewhere in Minor Group 251: Software and Applications Developers and Analysts. For instance, the group includes those professionals specializing in quality assurance, including software testing.
In such cases tasks would include -
(a)  developing and documenting software testing plans;
(b)  installing software and hardware and configuring operating system software in preparation for testing;
(c)  verifying that programs function according to user requirements and established guidelines;
(d)  executing, analysing and documenting results of software application tests and information and telecommunication systems tests;
(e)  developing and implementing software and information system testing policies, procedures and scripts.
Examples of the occupations classified here:
- Quality assurance analyst (computers)
- Software tester 
- Systems tester
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,252,Database and network professionals,"Database and network professionals design, develop, control, maintain and support the optimal performance and security of information technology systems and infrastructure, including databases, hardware and software, networks and operating systems.
Tasks performed usually include: designing and developing database architecture, data structures,  dictionaries and naming conventions for information systems projects; designing, constructing, modifying, integrating, implementing and testing database management systems; developing and implementing security plans, data administration policy, documentation and standards; maintaining and administering computer networks and related computing environments; analysing, developing, interpreting and evaluating complex system design and architecture specifications, data models and diagrams in the development, configuration and integration of computer systems.
Occupations in this minor group are classified into the following unit groups:
2521 Database Designers and Administrators
2522 Systems Administrators
2523 Computer Network Professionals
2529 Database and Network Professionals Not Elsewhere Classified
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2521,Database designers and administrators,"Database designers and administrators design, develop, control, maintain and support the optimal performance and security of databases.
Tasks include -
(a)  designing and developing database architecture, data structures, tables, dictionaries and naming conventions for information systems projects;
(b)  designing, constructing, modifying, integrating, implementing and testing database management systems;
(c)  conducting research and providing advice on the selection, application and implementation of database management tools;
(d)  developing and implementing data administration policy, documentation, standards and models;
(e)  developing policies and procedures for database access and usage and for the backup and recovery of data;
(f)  performing the operational establishment and preventive maintenance of backups, recovery procedures, and enforcing security and integrity controls.
Examples of the occupations classified here:
- Data administrator 
- Database administrator 
- Database analyst
- Database architect
Some related occupations classified elsewhere:
- Network administrator - 2522
- Systems administrator (computers) - 2522
- Webmaster - 3514
- Website administrator - 3514
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2522,Systems administrators,"Systems administrators develop, control, maintain and support the optimal performance and security of information technology systems.
Tasks include -
(a)  maintaining and administering computer networks and related computing environments, including computer hardware, systems software, applications software and all configurations;
(b)  recommending changes to improve systems and network configurations, and determining hardware or software requirements related to such changes;
(c)  diagnosing hardware and software problems;
(d)  performing data backups and disaster recovery operations;
(e)  operating master consoles to monitor the performance of computer systems and networks, and to coordinate computer network access and use.
Examples of the occupations classified here:
- Network administrator
- Systems administrator (computers)
Some related occupations classified elsewhere:
- Database administrator - 2521
- Network analyst - 2523
- Webmaster - 3514
- Website administrator -  3514
- Website technician - 3514
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2523,Computer network professionals,"Computer network professionals research, analyse, design, test and recommend strategies for network architecture and development.  They implement, manage, maintain and configure network hardware and software, and monitor, troubleshoot and optimize performance.
Tasks include -
(a)  analysing, developing, interpreting and evaluating complex system design and architecture specifications, data models and diagrams in the development, configuration and integration of computer systems;
(b)  researching, analysing, evaluating and monitoring network infrastructure to ensure that networks are configured to operate at optimal performance;
(c)  assessing and recommending improvements to network operations and integrated hardware, software, communications and operating systems;
(d)  providing specialist skills in supporting and troubleshooting network problems and emergencies;
(e)  installing, configuring, testing, maintaining and administering new and upgraded networks, software database applications, servers and workstations;
(f)  preparing and maintaining procedures and documentation for network inventory, and recording diagnosis and resolution of network faults, enhancements and modifications to networks and maintenance instructions;
(g)  monitoring network traffic and activity, capacity and usage to ensure continued integrity and optimal network performance.
Examples of the occupations classified here:
-  Communications analyst (computers)
-  Network analyst
Some related occupations classified elsewhere:
- Systems analysts - 2511
- Network administrator - 2522
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2529,Database and network professionals not elsewhere classified,"This unit group includes database and network professionals not classified elsewhere in Minor Group 252: Database and Network Professionals.  For instance, the group includes information and communications technology security specialists.
In such cases tasks would include -
(a)  developing plans to safeguard computer files against accidental or unauthorized modification, destruction or disclosure and to meet emergency data processing needs;
(b)  training users and promoting security awareness to ensure system security and to improve server and network efficiency;
(c)  conferring with users to discuss issues such as computer data access needs, security violations and programming changes; 
(d)  monitoring current reports of computer viruses to determine when to update virus protection systems;
(e)  modifying computer security files to incorporate new software, correct errors or change individual access status;
(f)  monitoring use of data files and regulate access to safeguard information in computer files;
(g)  performing risk assessments and executing tests of data processing system to ensure functioning of data processing activities and security measures;
(h)  encrypting data transmissions and erecting firewalls to conceal confidential information as it is being transmitted and to keep out tainted digital transfers.
Examples of the occupations classified here:
- Data miner
- Digital forensic specialist
- Security specialist (ICT)
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,26,"Legal, social and cultural professionals","Legal, social and cultural professionals conduct research; improve or develop concepts,  theories and operational methods; or apply knowledge relating to the law,  storage and retrieval of information and artefacts, psychology, social welfare, politics, economics, history, religion, languages, sociology, other social sciences, and arts and entertainment. Competent performance in most occupations in this sub-major group requires skills at the fourth ISCO skill level.
Tasks performed by workers in this sub-major group usually include: conducting research on legal problems; drafting laws and regulations; advising clients on legal cases; pleading and conducting cases in a court of law; presiding over judicial proceedings in a court of law; developing and maintaining library and gallery collections of archives; conducting research, improving or developing concepts, theories and operational methods or applying knowledge relating to the field of social sciences; conceiving, creating and performing in literary and artistic works; interpreting and communicating news, ideas, impressions and facts.
Occupations in this sub-major group are classified into the following minor groups:
261 Legal Professionals
262 Librarians, Archivists and Curators
263 Social and Religious Professionals
264 Authors, Journalists and Linguists
265 Creative and Performing Artists 
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,261,Legal professionals,"Legal professionals conduct research on legal problems, advise clients on legal aspects of problems, plead cases or conduct prosecutions in courts of law, preside over judicial proceedings in courts of law and draft laws and regulations.
Tasks performed usually include: giving clients legal advice, undertaking legal business on clients",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2611,Lawyers,"Lawyers give clients legal advice on a wide variety of subjects, draw up legal documents, represent clients before administrative boards or tribunals and plead  cases or conduct prosecutions in courts of justice, or instruct barristers to plead in higher courts of justice.
Tasks include -
(a)  giving clients legal advice on a wide variety of subjects and undertaking legal business on clients",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2612,Judges,"Judges preside over civil and criminal proceedings in courts of law.
Tasks include -
(a)  presiding over trials and hearings;
(b)  interpreting and enforcing rules of procedure and making rulings regarding the admissibility of evidence;
(c)  determining the rights and obligations of the parties involved, and in cases tried by jury;
(d)  instructing the jury on points of law that are applicable to the case;
(e)  weighing and considering evidence in non-jury trials and deciding legal guilt or innocence or degree of liability of the accused or defendant;
(f)  passing sentence on persons convicted in criminal cases, determining damages or other appropriate remedy in civil cases and issuing court orders;
(g)  researching legal issues and writing opinions on the issues.
Examples of the occupations classified here: 
- Chief justice
- Judge
- Magistrate
Some related occupations classified elsewhere:
- Court clerk - 3411
- Justice of the peace - 3411
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2619,Legal professionals not elsewhere classified,"This unit group covers legal professionals not classified elsewhere in Minor Group 261: Legal Professionals. For instance, the group includes those who perform legal functions other than pleading or prosecuting cases or presiding over judicial proceedings.
In such cases tasks would include -
(a)  giving advice on legal aspects of various personal, business and administrative problems;
(b)  drawing up legal documents and contracts;
(c)  arranging property transfers;
(d)  determining, by inquest, the causes of any death not obviously due to natural causes.
Examples of the occupations classified here:
- Coroner
- Jurist (except lawyer or judge)
- Notary
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,262,"Librarians, archivists and curators","Librarians, archivists and curators develop and maintain the collections of archives, libraries, museums, art galleries and similar establishments.
Tasks performed usually include: appraising or developing and organizing the contents of archives and artefacts of historical, cultural and artistic interest, and ensuring their safekeeping and preservation; organizing the collections of and exhibitions at museums, art galleries and similar establishments; developing and maintaining the systematic collection of recorded and published material and making it available to users in libraries and related institutions; preparing scholarly papers and reports; conducting research.
Occupations in this minor group are classified into the following unit groups:
2621 Archivists and Curators 
2622 Librarians and Related Information Professionals
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2621,Archivists and curators,"Archivists and curators collect, appraise and ensure the safekeeping and preservation of the contents of archives, artefacts and records of historical, cultural, administrative and artistic interest, and of art and other objects. They plan, devise and implement systems for the safekeeping of records and historically valuable documents.
Tasks include - 
(a)  evaluating and preserving records for administrative, historical, legal, evidential and other purposes;
(b)  directing or carrying out the preparation of indexes, bibliographies, microfilm copies and other reference aids to the collected material and making them available to users;
(c)  researching the origin, distribution and use of materials and objects of cultural and historical interest;
(d)  organizing, developing and maintaining collections of artistic, cultural, scientific or historically significant items;
(e)  directing or undertaking classification and cataloguing of museum and art gallery collections and organizing exhibitions;
(f)  researching into, appraising, organizing and preserving historically significant and valuable documents such as government papers, private papers, photographs, maps, manuscripts and audiovisual materials;
(g)  preparing scholarly papers and reports;
(h)  planning and implementing the computerized management of archives and electronic records;
(i)  organizing exhibitions at museums and art galleries, publicizing exhibits and arranging special displays for general, specialized or educational interest;
(j)  appraising and acquiring archival materials to build and develop an archival collection for research purposes.
Examples of the occupations classified here:
- Archivist
- Art gallery curator
- Museum curator
- Records manager
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2622,Librarians and related information professionals,"Librarians and related information professionals collect, select, develop, organize and maintain library collections and other information repositories; organize and control other library services and provide information for users.
Tasks include - 
(a)  organizing, developing and maintaining a systematic collection of books, periodicals and other printed, audiovisually and digitally recorded material;
(b)  selecting and recommending acquisitions of books and other printed or audiovisually and digitally recorded material;
(c)  organizing, classifying and cataloguing library material;
(d)  managing library borrowing and interlibrary loan facilities and information networks;
(e)  retrieving material and providing information to business and other users based on the collection itself or on library and information-network systems;
(f)  conducting research and analysing or modifying library and information services in accordance with changes in users",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,263,Social and religious professionals,"Social and religious professionals conduct research; improve or develop concepts, theories and operational methods; apply knowledge relating to philosophy, politics, economics, sociology, anthropology, history, psychology and other social sciences; or provide social services to meet the needs of individuals and families in a community.
Tasks performed usually include: formulating and applying solutions to present or projected economic, political or social problems; researching into and analysing past events and activities and tracing the origin and evolution of the human race; studying mental processes and behaviour of individuals and groups; providing social services; preparing scholarly papers and reports.  Supervision of other workers may be included.
Occupations in this minor group are classified into the following unit groups:
2631 Economists
2632 Sociologists, Anthropologists and Related Professionals
2633 Philosophers, Historians and Political Scientists
2634 Psychologists
2635 Social Work and Counselling Professionals
2636 Religious Professionals
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2631,Economists,"Economists conduct research, monitor data, analyse information and prepare reports and plans to resolve economic and business problems and develop models to analyse, explain and forecast economic behaviour and patterns. They provide advice to business, interest groups and governments to formulate solutions to present or projected economic and business problems.
Tasks include -
(a)  forecasting changes in the economic environment for short-term budgeting, long-term planning and investment evaluation;
(b)  formulating recommendations, policies and plans for the economy, corporate strategies and investment, and undertaking feasibility studies for projects;
(c)  monitoring  economic data to assess the effectiveness, and advise on the appropriateness, of monetary and fiscal policies; 
(d)  forecasting production and consumption of specific products and services based on records of past production and consumption and general economic and industry-specific conditions;
(e)  preparing forecasts of income and expenditure, interest rates and exchange rates;
(f)  analysing factors that determine labour force participation, employment, wages, unemployment and other labour market outcomes;
 (g)  applying mathematical formulae and statistical techniques to test economic theories and devise solutions to economic problems;
(h)  compiling, analysing and interpreting economic data using economic theory and a variety of statistical and other techniques;
(i)  evaluating the outcome of political decisions concerning public economy and finances, and advising on economic policy and possible courses of action in the light of past, present and projected economic factors and trends;
(j)  preparing scholarly papers and reports;
(k)  examining problems related to the economic activities of individual companies;
(l)  conducting research on market conditions in local, regional or national areas to set sales and pricing levels for goods and services, to assess market potential and future trends and to develop business strategies.
Examples of the occupations classified here:
- Econometrician
- Economic adviser
- Economic analyst
- Economist
- Labour economist
Some related occupations classified elsewhere:
- Statistician - 2120
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2632,"Sociologists, anthropologists and related professionals","Sociologists, anthropologists and related professionals investigate and describe the structure, origin and evolution of societies and the interdependence between environmental conditions and human activities. They provide advice on the practical application of their findings in the formulation of economic and social policies.
Tasks include -
(a)  conducting research on the origin, development, structure, social patterns, organizations and interrelationships of human society;
(b)  tracing the origin and evolution of humanity through the study of changing characteristics and cultural and social institutions; 
(c)  tracing the development of humanity through the material remains of its past, such as dwellings, temples, tools, pottery, coins, weapons or sculpture;
(d)  studying physical and climatic aspects of areas and regions, and correlating these findings with economic, social and cultural activities;
(e)  developing theories, models and methods to interpret and describe social phenomena;
(f)  evaluating the outcome of political decisions concerning social policy;
(g)  analysing and evaluating social data;
(h)  advising on the practical application of findings in the formulation of economic and social policies for population groups and regions, and for the development of markets;
(i)  preparing scholarly papers and reports.
Examples of the occupations classified here:
- Anthropologist
- Archaeologist
- Criminologist
- Ethnologist
- Geographer
- Sociologist
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2633,"Philosophers, historians and political scientists","Philosophers, historians and political scientists conduct research into the nature of human experience and existence, phases or aspects of human history, and political structures, movements and behaviour. They document and report on findings to inform and guide political and individual actions
Tasks include -
(a)  researching, including by reasoning, into the general causes, principles and meanings of the world, human actions, experience and existence, and interpreting and developing philosophical concepts and theories;
(b)  consulting and comparing primary sources such as original or contemporary records of past events, and secondary sources such as archaeological or anthropological findings;
(c)  extracting relevant material, checking its authenticity, and researching into and describing the history of a particular period, country or region, or a particular facet - for example economic, social or political - of its history;
(d)  conducting research in such fields as political philosophy, or past and present theory and practice of political systems, institutions or behaviour;
(e)  observing contemporary political institutions and opinions, collecting data on them from various sources, including interviews with government and political party officials and other relevant persons;
(f)  developing theories, models and methods to interpret and describe the nature of human experience and historical and political events and behaviour;
(g)  presenting findings and conclusions for publication or use by government, political parties or other organizations and interested persons;
(h)  preparing scholarly papers and reports.
Examples of the occupations classified here:
- Genealogist
- Historian
- Philosopher
- Political scientist
Some related occupations classified elsewhere:
- Political adviser - 2422
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2634,Psychologists,"Psychologists research into and study the mental processes and behaviour of human beings as individuals or in groups, and apply this knowledge to promote personal, social, educational or occupational adjustment and development.
Tasks include -
(a)  planning and carrying out tests to measure mental, physical and other characteristics such as intelligence, abilities, aptitudes, potentialities, etc., interpreting and evaluating results, and providing advice;
(b)  analysing the effect of heredity, social, occupational and other factors on individual thought and behaviour;
(c)  conducting counselling or therapeutic interviews with individuals and groups and providing follow-up services;
(d)  maintaining required contacts, such as those with family members, educational authorities or employers, and recommending possible solutions to, and treatment of, problems;
(e)  studying psychological factors in the diagnosis, treatment and prevention of mental illnesses and emotional or personality disorders, and conferring with related professionals;
(f)  preparing scholarly papers and reports;
(g)  formulating achievement, diagnostic and predictive tests for use by teachers in planning methods and content of instruction;
(h)  conducting surveys and research studies on job design, work groups, morale, motivation, supervision and management;
(i)  developing theories, models and methods to interpret and describe human behaviour.
Examples of the occupations classified here:
- Clinical psychologist
- Educational psychologist
- Organizational psychologist
- Psychotherapist
- Sports psychologist
Some related occupations classified elsewhere:
- Psychiatrist - 2212
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2635,Social work and counselling professionals,"Social work and counselling professionals provide advice and guidance to individuals, families, groups, communities and organizations in response to social and personal difficulties.  They assist clients to develop skills and access resources and support services needed to respond to issues arising from unemployment, poverty, disability, addiction, criminal and delinquent behaviour, marital and other problems.
Tasks include -
(a)  interviewing clients individually, in families or in groups, to assess their situation and problems and determine the types of services required;
(b)  analysing the client",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2636,Religious professionals,"Religious professionals function as perpetuators of sacred traditions, practices and beliefs. They conduct religious services, celebrate or administer the rites of a religious faith or denomination, provide spiritual and moral guidance and perform other functions associated with the practice of a religion.
Tasks include -
(a)  perpetuating sacred traditions, practices and beliefs;
(b)  conducting religious services, rites and ceremonies;
(c)  undertaking various administrative and social duties, including participating in committees and meetings of religious organizations;
(d)  providing spiritual and moral guidance in accordance with the religion professed;
(e)  propagating religious doctrines in own country or abroad;
(f)  preparing and presenting religious sermons;
(g)  developing and directing study courses and religious education programmes;
(h)  counselling individuals regarding interpersonal, health, financial and religious problems;
(i)  scheduling and participating in special events such as camps, conferences, seminars and retreats.
Examples of the occupations classified here:
- Bonze
- Imam
- Minister of religion
- Poojari
- Priest
- Rabbi
Some related occupations classified elsewhere:
- Lay preacher - 3413
- Monk - 3413
- Nun - 3413
Note
Members of religious orders whose work involves performing the tasks of other occupations, for example as teachers, nurses or welfare support workers, should be classified according to the main tasks and duties performed in the job.
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,264,"Authors, journalists and linguists","Authors, journalists and linguists conceive and create literary works; interpret and communicate news and public affairs through the media; and translate or interpret from one language into another.
Tasks performed usually include: writing literary works; appraising merits of literary and other works of art; collecting information about current affairs and writing about them; researching, investigating, interpreting and communicating news and public affairs through newspapers, television, radio and other media; translating written material from one language to another; simultaneously translating from one language to another.
Occupations in this minor group are classified into the following unit groups:
2641 Authors and Related Writers 
2642 Journalists
2643 Translators, Interpreters and Other Linguists
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
3,public administration manager,"","Public administration managers direct, monitor and evaluate the implementation of government policies. They supervise staff and manage resources used for implementation, and write reports on the implementation process. They also communicate with government officials and the public to inform them on the policies. Public administration managers may also participate in the design and creation of public policies.",ISCOGroup,2641,Authors and related writers,"Authors and related writers plan, research and write books, scripts, storyboards, plays, essays, speeches, manuals, specifications and other non-journalistic articles (excluding material for newspapers, magazines and other periodicals) for publication or presentation.
Tasks include -
(a)  conceiving, writing and editing novels, plays, scripts, poetry and other material for publication or presentation;
(b)  conducting research to establish factual content and to obtain other necessary information;
(c)  writing scripts and continuities and preparing programmes for stage, film, radio and television productions;
(d)  analysing material, such as specifications, notes and drawings, and creating manuals, instructions for use, user guides and other documents to explain clearly and concisely the installation, operation and maintenance of software, electronic, mechanical and other equipment;
(e)  writing brochures, handbooks and similar technical publications;
(f)  selecting material for publication, checking style, grammar and accuracy of content, arranging for any necessary revisions and checking proof copies before printing.
Examples of the occupations classified here:
- Author
- Book editor
- Essayist
- Indexer
- Interactive media writer
- Novelist
- Playwright
- Poet
- Script writer
- Speech writer
- Technical communicator
- Technical writer
- Writer
Some related occupations classified elsewhere:
- Advertising copy writer - 2431
- Public relations copy writer - 2432
- Journalist - 2642
- Newspaper editor - 2642
",optional,knowledge,,0,tłumaczenia poświadczone i specjalistyczne,1,0
